id,lesson_id,icon,word,romaji,hiragana,sound_check,en,vi,zh,fr,de,hi,ind,it,ko,ms,pt,ru,es,th,tl,ar,pl,hr,nl,el,hu,sv,cs,ro,bg,da,tr,fi,sl,fa,bn,uk,am,km,si,zu,sw,lo,no
2658,74,Assets/Resources/Images/2658.png,栓抜き,sennuki,せんぬき,null,bottle opener,cái mở nắp chai,开瓶器,ouvre-bouteille,flaschenöffner,बोतल खोलने वाला,pembuka botol,apri bottiglia,병따개,pembuka botol,abridor de garrafa,открывашка,abrebotellas,ที่เปิดขวด,pambukas ng bote,فتاحة الزجاجة,otwieracz do butelek,otvarač za boce,flesopener,ανοιχτήρι μπουκαλιών,sörnyitó,flasköppnare,otvírák na láhve,deschizator de sticle,отварачка за бутилки,flaskeåbner,şişe açacağı,pullonavaaja,odpirač za steklenice,درب بازکن بطری,বোতল খোলার যন্ত্র,відкривачка для пляшок,ጠርሙስ መክፈቻ,បើកដប,බෝතල් විවරය,ukuvula ibhodlela,kopo ya chupa,ເປີດຂວດ,flaskeåpner
2661,74,Assets/Resources/Images/2661.png,氷ばさみ,kōri-basami,こうりーばさみ,null,tongs,kẹp,夹子,pinces,zange,चिमटा,penjepit,pinza,...집게,tong,pinças,щипцы,tenazas,แหนบ,sipit,ملقط,szczypce,kliješta,tang,λαβίδα,fogó,tång,kleště,clește,клещи,tang,maşa,pihdit,klešče,انبرها,চিমটা,щипці,እጥፋቶች,ដំបង,කූරු,i-tongs,viboko,tongs,tenger
2664,74,Assets/Resources/Images/2664.png,メジャーカップ,mejā kappu,,null,measure,cốc đo lường,测量,mesure,messen,माप,mengukur,misurare,법안,mengukur,a medida,измерение,medida,วัด,sukatin,قياس,zmierzyć,mjera,maatregel,μετρήστε,intézkedés,mäta,opatření,măsura,мярка,måle,ölçmek,mitata,ukrep,اندازه گرفتن,মাপ,міра,መለካት,វាស់,පියවරකි,isilinganiso,kupima,ວັດແທກ,måle
2666,74,Assets/Resources/Images/2666.png,水差し,mizusashi,みずさし,null,pitcher,bình rượu,投手,lanceur,krug,मटकी,kendi,brocca,피처,periuk,jarro,кувшин,lanzador,เหยือก,pitsel,جرة,dzban,bacač,werper,στάμνα,kancsó,tillbringare,džbán,ulcior,стомна,kande,sürahi,syöttäjä,vrč,کوزه,জার,глечик,ፒቸር,pitcher,කෝටිපතියා,umgqomo,mtungi,pitcher,kaster
2667,74,Assets/Resources/Images/2667.png,スコッチの水割り,sukotchi no mizuwari,スコッチ の みずわり,null,scotch and water,scotch thêm nước,苏格兰威士忌和水,scotch et eau,scotch und wasser,स्कॉच और पानी,scotch dan air,scotch e acqua,스카치와 물,scotch dan air,uísque e água,скотч и вода,whisky y agua,สก๊อตและน้ำ,scotch at tubig,سكوتش والماء,szkocka i woda,viski i voda,scotch en water,σκωτσέζικο και νερό,skót és víz,scotch och vatten,skotská a voda,scotch și apă,скоч и вода,scotch og vand,viski ve su,scotch ja vesi,viski in voda,چسب و آب,স্কচচ এবং জল,скотч і вода,ስቶክ እና ውሃ,scotch និងទឹក,ස්කොච් සහ වතුර,isikebhe namanzi,scotch na maji,scotch ແລະນ້ໍາ,skotsk og vann
2668,74,Assets/Resources/Images/2668.png,キューバリブレ,kyūba ribure,,null,rum and coke,cocktail rum và coke,朗姆酒和可乐,le rhum et le coke,rum und cola,रम और कोक,rum dan coke,rum e coca cola,럼과 코카인,rum dan kok,rum e coca,ром с колой,ron y coca cola,เหล้ารัมและโค้ก,rum at kouk,شرا الروم و الكوكا,rum z colą,rum i koks,rum en cola,ρούμι και οπτάνθρακα,rum és koksz,rom och cola,rum a koks,rom și cocs,ром и кокс,rom og cola,rom ve kola,rommi ja koksi,rum in koks,رم و کک,রুম এবং কোক,ром і кокс,ሮምና ኮክ,rum និងកូកាកូឡា,රම් සහ කෝක්,rum kanye coke,ramu na coke,rum ແລະ coke,rom og cola
2670,74,Assets/Resources/Images/2670.png,スクリュードライバー,sukuryū doraibā,,null,vodka and orange,vodka pha nước cam,伏特加和橙色,vodka et orange,wodka und orange,वोदका और नारंगी,vodka dan oranye,vodka e arancia,보드카와 오렌지,vodka dan oren,vodka e laranja,водка и апельсин,vodka y naranja,วอดก้าและส้ม,bodka at orange,الفودكا والبرتقال,wódka i pomarańcza,votka i naranča,wodka en oranje,βότκα και πορτοκάλι,vodka és narancs,vodka och apelsin,vodka a pomeranč,vodcă și portocaliu,водка и портокал,vodka og orange,votka ve portakal,vodka ja oranssi,vodka in oranžna,ودکا و نارنجی,ভদকা এবং কমলা,горілка і апельсин,ቮድካ እና ብርቱካን,vodka និងពណ៌ទឹកក្រូច,වොඩ්කා හා තැඹිලි,i-vodka ne-orange,vodka na machungwa,vodka and orange,vodka og oransje
2671,74,Assets/Resources/Images/2671.png,マティーニ,matīni,,null,martini,martini,马蒂尼鸡尾酒,martini,martini,मार्टीनी,martini,martini,마티니,martini,martini,мартини,martini,มาร์ตินี่,martini,مارتيني,martini,martini,martini,μαρτίνι,martini,martini,martini,martini,мартини,martini,martini,martini,martini,مارتینی,মার্টিনি,мартіні,ማርቲኒ,martini,මාටිනි,martini,martini,martini,martini
2672,74,Assets/Resources/Images/2672.png,カクテル,kakuteru,,null,cocktail,cocktail,鸡尾酒,cocktail,cocktail,कॉकटेल,koktail,cocktail,칵테일,koktel,coquetel,коктейль,cóctel,ค็อกเทล,cocktail,كوكتيل,koktajl,koktel,cocktail,κοκτέιλ,koktél,cocktail,koktejl,cocktail,коктейл,cocktail,kokteyl,cocktail,koktajl,کوکتل,ককটেল,коктейль,ኮክቴል,ស្រាក្រឡុក,කොක්ටේල්,i-cocktail,cocktail,cocktail,cocktail
2673,74,Assets/Resources/Images/2673.png,ワイン,wain,,null,wine,rượu,葡萄酒,du vin,wein,वाइन,anggur,vino,포도주,wain,vinho,вино,vino,ไวน์,alak,نبيذ,wino,vino,wijn,κρασί,bor,vin,víno,vin,вино,vin,şarap,viini,vino,شراب,মদ,вино,ወይን,ស្រា,වයින්,iwayini,mvinyo,ເຫລົ້າທີ່ເຮັດ,vin
2674,74,Assets/Resources/Images/2674.png,ビール,bīru,,null,beer,bia,啤酒,bière,bier,बीयर,bir,birra,맥주,bir,cerveja,пиво,cerveza,เบียร์,serbesa,بيرة,piwo,pivo,bier,μπύρα,sör,öl,pivo,bere,бира,øl,bira,olut,pivo,آبجو,বিয়ার,пиво,ቢራ,ស្រាបៀរ,බියර්,ubhiya,bia,ເບຍ,øl
2688,75,Assets/Resources/Images/2688.png,禁煙席,kin'en seki,きんえん せき,null,nonsmoking section,khu vực không hút thuốc,禁烟部分,section non-fumeur,nichtraucher bereich,निरर्थक खंड,bagian tidak merokok,sezione non fumatori,비 흡연 구역,bahagian tidak merokok,seção não fumantes,секция для некурящих,sección de no fumadores,ส่วนที่ไม่สูบบุหรี่,walang seks na seksyon,قسم غير المدخنين,sekcja dla niepalących,odjeljak za nepušače,niet-roken gedeelte,μη καπνιστό τμήμα,nemdohányzó rész,icke-rökare sektion,nekuřácká část,camera de nefumatori,секция за непушачи,ikke-ryger afdeling,sigara içilmeyen bölüm,tupakoimaton osa,oddelek za nekadilce,بخش غیر خوراکی,nonsmoking অধ্যায়,секція не палити,የማያሸት ክፍል,ផ្នែក non noking,නොගැලපීම,isigaba esingenandaba,sehemu isiyo ya kuvutia,nonsmoking section,nonsmoking-delen
2689,75,Assets/Resources/Images/2689.png,ナプキン,napukin,,null,napkin,khăn ăn,餐巾,serviette de table,serviette,नैपकिन,serbet,tovagliolo,냅킨,serbet,guardanapo,салфетка,servilleta,ผ้าเช็ดปาก,napkin,منديل,serwetka,ubrus,servet,χαρτοπετσέτα,szalvéta,servett,ubrousek,şerveţel,салфетка,serviet,peçete,lautasliina,prtiček,دستمال سفره,ন্যাপকিন,серветка,ቦርሳ,កន្សែង,නූල්,i-napkin,kitambaa,ຜ້າຫົ່ມ,serviett
2691,75,Assets/Resources/Images/2691.png,テーブルセッティング,tēburu settingu,,null,table setting,bố trí bàn,餐桌布置,réglage de la table,sitzordnung bei tisch,टेबल सज्जा,pengaturan meja,impostazione della tabella,테이블 세팅,tetapan meja,configuração de mesa,сервировка стола,ajuste de la tabla,การตั้งค่าตาราง,pagtatakda ng talahanayan,وضع الجدول,ustawienie stołu,postavljanje tablice,tafel opstelling,ρύθμιση πίνακα,táblázat beállítása,dukning,nastavení tabulky,punerea mesei,настройка на масата,bordindstilling,tablo ayarı,kattaus,nastavitev mize,تنظیم جدول,টেবিল সেটিং,налаштування таблиці,የሰንጠረዥ ቅንብር,ការកំណត់តារាង,වගු සැකසුම,ukubeka ithebula,kuweka meza,table setting,tabellinnstilling
2692,75,Assets/Resources/Images/2692.png,シェフ,shefu,,null,chef,đầu bếp,厨师,chef,koch,महाराज,koki,capocuoco,요리사,chef,chefe de cozinha,шеф-повар,cocinero,พ่อครัว,chef,طاه,szef kuchni,kuhar,chef,σεφ,séf,kock,šéfkuchař,bucătar-șef,главен готвач,kok,şef,kokki,kuhar,سرآشپز,পাচক,шеф-кухар,የምግብ ባለሙያ,មេចុងភៅ,අරක්කු,umpheki,chef,chef,kokk
2693,75,Assets/Resources/Images/2693.png,キッチン,kitchin,,null,kitchen,bếp,厨房,cuisine,küche,रसोई,dapur,cucina,부엌,dapur,cozinha,кухня,la cocina,ครัว,kusina,مطبخ,kuchnia,kuhinja,keuken-,κουζίνα,konyha,kök,kuchyně,bucătărie,кухня,køkken,mutfak,keittiö,kuhinja,آشپزخانه,রান্নাঘর,кухня,ወጥ ቤት,ផ្ទះបាយ,කුස්සිය,ikhishi,jikoni,ເຮືອນຄົວ,kjøkken
2696,75,Assets/Resources/Images/2696.png,トレイ,torei,,null,tray,khay,托盘,plateau,tablett,ट्रे,baki,vassoio,쟁반,dulang,bandeja,лоток,la bandeja,ถาด,tray,صينية,taca,ladica,dienblad,δίσκος,tálca,bricka,zásobník,tavă,поднос,bakke,tepsi,tarjotin,pladenj,سینی,ট্রে,лоток,ትሪ,ថាស,තැටි,ithreyi,tray,tray,brett
2698,75,Assets/Resources/Images/2698.png,酒,sake,さけ,null,rice wine,rượu gạo,米酒,saké,reis wein,राइस वाइन,anggur beras,vino di riso,막걸리,wain beras,vinho de arroz,рисовое вино,vino de arroz,ไวน์ข้าว,rice wine,نبيذ الأرز,wino ryżowe,vino od riže,rijstwijn,κρασί ρυζιού,rizsbor,ris vin,rýžové víno,vin de orez,оризово вино,ris vin,pirinç şarabı,riisiviini,riževega vina,شراب برنج,ধান ওয়াইন,рисове вино,ሩዝ ወይን,ស្រាអង្ករ,සහල් වයින්,irayisi iwayini,mchele mvinyo,ເຫລົ້າເຂົ້າ,ris-vin
2699,75,Assets/Resources/Images/2699.png,アラカルト,arakaruto,,null,à la carte,gọi theo từng món một,点菜,à la carte,a la carte,आ ला कार्टे,a la carte,à la carte,일품 요리,à la carte,à la carte,а ля карт,a la carta,à la carte,à la carte,انتقائي,à la carte,à la carte,à la carte,à la carte,a la carte,a la carte,à la carte,a la carte,ала-карте,a la carte,alakart,à la carte,à la carte,à la carte,খাদ্যতালিকা অনুযায়ী,ля карт,à la carte,à la carte,à la carte,à la carte,à la carte,à la carte,à la carte
2701,75,Assets/Resources/Images/2701.png,値段,nedan,ねだん,null,price,giá tiền,价钱,prix,preis,मूल्य,harga,prezzo,가격,harga,preço,цена,el precio,ราคา,presyo,السعر,cena £,cijena,prijs,τιμή,ár,pris,cena,preț,цена,pris,fiyat,hinta,ceno,قیمت,মূল্য,ціна,ዋጋ,តម្លៃ,මිල,intengo,bei,ລາຄາ,pris
2702,75,Assets/Resources/Images/2702.png,会計,kaikei,かいけい,null,check,tính tiền,校验,vérifier,prüfen,चेक,memeriksa,dai un'occhiata,검사,semak,verifica,проверять,comprobar,ตรวจสอบ,suriin,التحقق من,czek,ček,controleren,έλεγχος,jelölje be,kontrollera,kontrola,verifica,проверка,kontrollere,kontrol,tarkistaa,preverite,بررسی,চেক,перевірити,ፍተሻ,ពិនិត្យ,චෙක් පත,hlola,angalia,ກວດເບິ່ງ,kryss av
2703,75,Assets/Resources/Images/2703.png,領収書,ryōshūsho,りょうしゅうしょ,null,receipt,hóa đơn,收据,le reçu,quittung,रसीद,penerimaan,ricevuta,영수증,resit,recibo,чек,el recibo,ใบเสร็จรับเงิน,resibo,إيصال,paragon,priznanica,bon,παραλαβή,nyugta,mottagande,účtenka,primire,разписка,kvittering,fiş,kuitti,prejemu,اعلام وصول,প্রাপ্তি,отримання,ደረሰኝ,បង្កាន់ដៃ,රිසිට්පත,irisidi,ripoti,ໃບຮັບເງິນ,kvittering
2704,75,Assets/Resources/Images/2704.png,チップ,chippu,,null,tip,tiền bo,小费,pointe,spitze,टिप,tip,mancia,팁,tip,gorjeta,совет,propina,ปลาย,tip,تلميح,wskazówka,savjet,tip,υπόδειξη,tipp,tips,tip,bacsis,бакшиш,tip,bahşiş,kärki,konico,نکته,ডগা,порада,ጠቃሚ ምክር,ព័ត៌មានជំនួយ,ඉඟියකි,ithiphu,ncha,ປາຍ,Tips
2705,75,Assets/Resources/Images/2705.png,サービス料込み,sābisu-ryō komi,サービスりょう こみ,null,service included,đã bao gồm phí dịch vụ,服务包括在内,service inclus,service inklusive,सेवा सहित,termasuk layanan,servizio incluso,포함 된 서비스,perkhidmatan termasuk,serviço incluído,услуга включена,servicio incluido,รวมบริการ,kasama ang serbisyo,خدمة شمل,usługa wliczona,usluga uključena,service inclusief,συμπεριλαμβανομένης της υπηρεσίας,szolgáltatás,service ingår,služby,serviciu inclus,включена услуга,service inkluderet,hizmet dahil,palvelu,storitev,سرویس گنجانده شده است,সেবা অন্তর্ভুক্ত,послуга включена,አገልግሎት ተካትቷል,សេវាកម្មរួមបញ្ចូល,සේවාව ඇතුළත් වේ,isevisi ifakiwe,huduma ni pamoja,service included,service inkludert
2707,75,Assets/Resources/Images/2707.png,ビュッフェ,byuffe,,null,buffet,tiệc búp phê,自助餐,buffet,buffet,बुफ़े,prasmanan,buffet,뷔페,bufet,bufê,буфет,el bufé,บุฟเฟ่ต์,buffet,بوفيه,bufet,bife,buffet,μπουφές,büfé,buffé,bufet,bufet,бюфет,buffet,büfe,noutopöytä,bife,بوفه,ঘুষা,буфет,ቡፌ,អាហារ​ប៊ូ​ហ្វេ,බුෆේ,i-buffet,buffet,ບຸບ​ເຟ່,buffet
2708,75,Assets/Resources/Images/2708.png,お薦め料理,osusume ryōri,おすすめ りょうり,null,specials,món ăn được đề nghị,特价,promotions,specials,विशेष,spesial,speciali,스페셜,istimewa,especiais,скидки,especiales,พิเศษ,mga espesyal,العروض الخاصة,promocje,specijalaca,specials,ειδικές προσφορές,akciós,special,speciály,oferte speciale,промоции,tilbud,özel,tarjoukset,posebnosti,ویژه ها,বিশেষ,спец,ልዩ,ពិសេស,විශේෂයි,specials,maalum,ພິເສດ,spesialer
2709,75,Assets/Resources/Images/2709.png,喫煙席,kitsuen seki,きつえん せき,null,smoking section,khu vực hút thuốc,吸烟区,section fumeur,raucherbereich,धूम्रपान खंड,bagian merokok,sezione fumatori,흡연 구역,seksyen merokok,seção de fumar,секция для курящих,zona de fumadores,ส่วนการสูบบุหรี่,paninigarilyo seksyon,قسم المدخنين,sekcja dla palących,odjeljak za pušenje,rokende sectie,καπνιστών,dohányzó rész,rökning sektion,kouření,fumat,секция за пушене,rygning sektion,sigara içme bölümü,tupakointi,oddelku za kajenje,بخش سیگار کشیدن,ধূমপান বিভাগ,секція куріння,ማጨስ ክፍል,ផ្នែកជក់បារី,දුම් පානය,ingxenye yokubhema,sehemu ya sigara,ສ່ວນສູບບຸຫລີ່,røyking delen
2711,75,Assets/Resources/Images/2711.png,塩,shio,しお,null,salt,muối,盐,sel,salz-,नमक,garam,sale,소금,garam,sal,поваренная соль,sal,เกลือ,asin,ملح,sól,sol,zout,άλας,só,salt-,sůl,sare,сол,salt,tuz,suola,sol,نمک,লবণ,сіль,ጨው,អំបិល,ලුණු,usawoti,chumvi,ເກືອ,salt
2712,75,Assets/Resources/Images/2712.png,胡椒,koshō,こしょう,null,pepper,tiêu,胡椒,poivre,pfeffer,मिर्च,lada,pepe,후추,lada,pimenta,перец,pimienta,พริกไทย,paminta,فلفل,pieprz,papar,peper,πιπέρι,bors,peppar,pepř,piper,пипер,peber,biber,pippuri,poper,فلفل,মরিচ,перець,ፔፐር,ម្រេច,ගම්මිරිස්,upelepele,pilipili,pepper,pepper
2713,75,Assets/Resources/Images/2713.png,座卓,zataku,ざたく,null,(low japanese) table,bàn thấp,桌子,table (basse japonaise),(niedriger japanischer) tisch,(कम जापानी) तालिका,meja (jepang rendah),(basso giapponese) tabella,(낮은 일본어) 테이블,(rendah jepun) meja,mesa (baixa japonês),(низкий японский) стол,mesa (bajo japonés),ตาราง (ภาษาญี่ปุ่นต่ำ),(mababang hapon) na talahanayan,(اليابانية منخفضة) الجدول,(niska japońska) tabela,(niska japanska) tablica,(lage japanse) tafel,(χαμηλό ιαπωνικό) πίνακα,(alacsony japán) táblázat,(låg japanska) bordet,(nízká japonská) tabulka,(japoneză joasă),(ниска японска) таблица,(lav japansk) bord,(düşük japonca) masa,(matala japanilainen) taulukko,(nizka japonska) tabela,(ژاپنی کم) جدول,(কম জাপানি) টেবিল,(низький японський) стіл,(ዝቅተኛ ጃፓንኛ) ሰንጠረዥ,(ជប៉ុនទាប),(අඩු ජපාන) වගුව,(i-japanese ephansi) itafula,(chini kijapani) meza,(ຕ່ໍາຍີ່ປຸ່ນ) ຕາຕະລາງ,(lav japansk) bord
2714,75,Assets/Resources/Images/2714.png,座布団,zabuton,ざぶとん,null,(japanese) cushion,đệm ngồi,垫子,coussin (japonais),(japanisches) kissen,(जापानी) तकिया,bantal (jepang),cuscino (giapponese),(일본어) 쿠션,(jepun) kusyen,almofada (japonesa),(японская) подушка,cojín (japonés),เบาะ (ญี่ปุ่น),(japanese) na unan,(اليابانية) وسادة,(japońska) poduszka,(japanski) jastuk,(japans) kussen,(ιαπωνικό) μαξιλάρι,(japán) párna,(japansk) kudde,(japonský) polštář,(japoneză),(японска) възглавница,(japansk) pude,(japonca) minder,(japanilainen) tyyny,(japonska) blazina,(ژاپنی),(জাপানি) কুশন,(японська) подушка,(የጃፓን) ኩሽኛ,(ជប៉ុន),(ජපන්) කුෂන්,(isijapan),(kijapani) mto,(ພາສາຍີ່ປຸ່ນ) cushion,(Japansk) pute
2716,75,Assets/Resources/Images/2716.png,お子様メニュー,okosama menyū,おこさま メニュー,null,child’s meal,bữa ăn của trẻ em,孩子的饭,repas d'enfant,kinderessen,बच्चे का भोजन,makanan anak-anak,pasto per bambini,어린이 식사,makan anak,refeição da criança,детское питание,la comida del niño,มื้ออาหารของเด็ก,pagkain ng bata,وجبة الطفل,posiłek dla dziecka,dječji obrok,kindermaaltijd,παιδικό γεύμα,gyermek étkezése,barnens måltid,dětské jídlo,masa copiilor,хранене на детето,barnets måltid,çocuğun yemeği,lapsen aterian,otrokovega obroka,وعده غذایی کودک,সন্তানের খাবার,дитяче харчування,የልጆች ምግብ,អាហាររបស់កុមារ,දරුවාගේ ආහාරය,ukudla komntwana,chakula cha mtoto,ອາຫານຂອງເດັກ,barnets måltid
2717,75,Assets/Resources/Images/2717.png,注文する,chūmon suru,ちゅうもん する,null,order,gọi món,点菜,ordre,auftrag,क्रम,memesan,ordine,주문,perintah,ordem,порядок,orden,ใบสั่ง,order,طلب,zamówienie,narudžba,bestellen,σειρά,sorrend,ordning,objednat,ordin,поръчка,bestille,sipariş,tilata,red,سفارش,ক্রম,замовлення,ትዕዛዝ,លំដាប់,නියෝග,oda,amri,order,rekkefølge
2718,75,Assets/Resources/Images/2718.png,支払う,shiharau,しはらう,null,pay,trả tiền,付钱,payer,zahlen,वेतन,membayar,pagare,지불,bayar,pagar,платить,paga,จ่ายเงิน,magbayad,دفع,zapłacić,platiti,betalen,πληρωμή,fizetés,betala,platit,a plati,плащам,betale,ödeme,maksaa,plačati,پرداخت,বেতন,платити,መክፈል,បង់,ගෙවන්න,akhokhe,kulipa,ຈ່າຍ,betale
2719,75,Assets/Resources/Images/2719.png,食前酒,shokuzenshu,しょくぜんしゅ,null,aperitif,rượu khai vị,开胃酒,apéritif,aperitif,मद्य पेय,minuman beralkohol,aperitivo,아페리티프,aperitif,aperitivo,аперетив,aperitivo,เหล้าก่อนอาหาร,aperitif,فاتح للشهية,przystawka,aperitiv,aperitief,απεριτίφ,aperitif,aperitif,aperitiv,aperitiv,аперитив,velkomstdrink,aperatif,aperitiivi,aperitiv,آپیریتف,এপারিটিফ,аперитив,ቅልቅል መጠጥ,aperitif,කෑම දිරවීමට බොන මත් පැන්,isibhamu,aperitif,aperitif,aperitif
2720,75,Assets/Resources/Images/2720.png,前菜,zensai,ぜんさい,null,appetizer,món khai vị,开胃菜,apéritif,vorspeise,क्षुधावर्धक,hidangan pembuka,aperitivo,간식,pembuka selera,aperitivo,закуска,aperitivo,อาหารจานหลัก,pampagana,مقبلات,przystawka,predjelo,voorgerechten,ορεκτικό,előétel,aptitretare,předkrm,aperitiv,предястие,appetitvækker,meze,alkupala,predjed,اشتها آور,এপেটাইজার,закуска,የምግብ አሰሪ,appetizer,ආහාරයට,isikhalazo,kivutio,appetizer,forrett
2721,75,Assets/Resources/Images/2721.png,スープ,sūpu,,null,soup,súp,汤,soupe,suppe,सूप,sup,la minestra,수프,sup,sopa,суп,la sopa,ซุป,sopas,حساء,zupa,juha,soep,σούπα,leves,soppa,polévka,supă,супа,suppe,çorba,keitto,juha,سوپ,সুপ,суп,ሾርባ,ស៊ុប,සුප් එක,isobho,supu,ແກງ,suppe
2724,75,Assets/Resources/Images/2724.png,フォーク,fōku,,null,fork,nĩa,叉子,fourchette,gabel,कांटा,garpu,forchetta,포크,garpu,garfo,вилка,el tenedor,ส้อม,tinidor,شوكة,widelec,viljuška,vork,πιρούνι,villa,gaffel,vidlička,furculiţă,вилица,gaffel,çatal,haarukka,vilice,چنگال,কাঁটাচামচ,вилка,ራፍ,សម,දෙබස්,ifom,futa,fork,gaffel
2725,75,Assets/Resources/Images/2725.png,デザート,dezāto,,null,dessert,món tráng miệng,甜点,dessert,dessert,मिठाई,pencuci mulut,dolce,디저트,pencuci mulut,sobremesa,десерт,el postre,ขนม,dessert,الحلوى,deser,desert,toetje,επιδόρπιο,desszert,efterrätt,dezert,desert,десерт,dessert,tatlı,jälkiruoka,sladica,دسر,ডেজার্ট,десерт,ጣፋጭ,បង្អែម,අතුරුපසක්,i-dessert,dessert,dessert,dessert
2727,75,Assets/Resources/Images/2727.png,コーヒー,kōhī,,null,coffee,cà phê,咖啡,café,kaffee,कॉफ़ी,kopi,caffè,커피,kopi,café,кофе,el café,กาแฟ,kape,قهوة,kawa,kava,koffie,καφές,kávé,kaffe,káva,cafea,кафе,kaffe,kahve,kahvi,kava,قهوه,কফি,кава,ቡና,កាហ្វេ,කෝපි,ikhofi,kahawa,ກາ​ເຟ,kaffe
2728,76,Assets/Resources/Images/2728.png,ハンバーガー,hambāgā,,null,burger,bánh burger,汉堡包,burger,burger,बर्गर,burger,hamburger,햄버거,burger,hambúrguer,бутерброд,hamburguesa,ชาวเมือง,burger,برغر,burger,hamburger,hamburger,burger,burger,burger,hamburger,burger,бургер,burger,burger,hampurilainen,burger,برگر,বার্গার,гамбургер,ቡርባር,ប៊ឺហ្គឺ,බර්ගර්,umqashi,burger,burger,burger
2730,76,Assets/Resources/Images/2730.png,ソフトドリンク,sofuto dorinku,,null,soft drink,nước ngọt,汽水,boisson non-alcoolisée,erfrischungsgetränk,शीतल पेय,minuman ringan,bibita analcolica,청량 음료,minuman ringan,drinque suave,безалкогольный напиток,refresco,น้ำอัดลม,soft drink,مشروب غازي,napój bezalkoholowy,bezalkoholno piće,frisdrank,αναψυκτικό,üditő ital,läsk,jemný nápoj,băutură răcoritoare,безалкохолна напитка,sodavand,meşrubat,limsa,brezalkoholna pijača,نوشیدنی غیر الکلی,কোমল পানীয়,безалкогольний напій,ለስላሳ መጠጥ,ភេសជ្ជៈ,සිසිල් බීම,isuphuzo esibandayo,kunywa laini,ເຄື່ອງດື່ມອ່ອນ,brus
2731,76,Assets/Resources/Images/2731.png,フライドポテト,furaido poteto,,null,french fries,khoai tây chiên,炸薯条,frites,pommes frittes,फ्रेंच फ्राइज,kentang goreng,patatine fritte,감자 튀김,kentang goreng,batatas fritas,жареный картофель,papas fritas,มันฝรั่งทอด,french fries,البطاطس المقلية,frytki,pomfrit,frietjes,τηγανιτές πατάτες,sult krumpli,pommes frites,hranolky,cartofi prăjiți,пържени картофки,pommes frites,patates kızartması,ranskanperunat,pomfri,سیب زمینی سرخ کرده,ফরাসি ফ্রাই,картопля фрі,ባለጣት የድንች ጥብስ,ដំឡូងបារាំង,ෆ්රෙන්ච් ෆ්රයිස්,amazambane athosiwe,vibanzi,fries french,pommes frites
2735,76,Assets/Resources/Images/2735.png,ピザ,piza,,null,pizza,pizza,比萨,pizza,pizza,पिज़्ज़ा,pizza,pizza,피자,pizza,pizza,пицца,pizza,พิซซ่า,pizza,بيتزا,pizza,pizza,pizza,πίτσα,pizza,pizza,pizza,pizza,пица,pizza,pizza,pizza,pizza,پیتزا,পিজা,піца,ፒዛ,ភីហ្សា,පීසා,i-pizza,pizza,ພິ​ຊ​ຊ່າ,pizza
2738,76,Assets/Resources/Images/2738.png,宅配,takuhai,たくはい,null,home delivery,giao hàng tận nhà,送货上门,livraison à domicile,hauslieferung,घर पहुँचाना,pengiriman rumah,consegna a domicilio,택배,penghantaran ke rumah,entrega ao domicílio,доставка на дом,entrega a domicilio,ส่งถึงบ้าน,home delivery,توصيل منزلي,dostawa do domu,kućna dostava,levering aan huis,διανομή κατ 'οίκον,házhozszállítás,hemleverans,donáška domů,livrare la domiciliu,доставка до дома,hjemmelevering,eve teslim,kotiinkuljetus,dostava na dom,تحویل خانه,হোম ডেলিভারি,доставка додому,የቤት አቅርቦቶች,ការដឹកជញ្ជូនតាមផ្ទះ,නිවස භාරදීම,ukulethwa ekhaya,utoaji wa nyumbani,home delivery,hjemmelevering
2739,76,Assets/Resources/Images/2739.png,露店,roten,ろてん,null,street stand,quán vỉa hè,街头摊位,stand de rue,straßenstand,सड़क का स्टैंड,kios jalan,stand di strada,노점,pendirian jalanan,carrinho de rua,уличный стенд,puesto callejero,ขาตั้งถนน,street stand,موقف الشارع,stoisko uliczne,ulični štand,straat staan,οδός,utcai állvány,gatan ställning,pouliční stánek,stradă stradală,уличен щанд,gade stativ,sokak standı,katutaso,ulično stojalo,ایستگاه خیابان,রাস্তার স্ট্যান্ড,вуличний стенд,የጎዳና መቀመጫ,ផ្លូវឈរ,වීදි ස්ථාවරය,ukuma komgwaqo,kusimama mitaani,ຖະຫນົນຖະຫນົນ,gaten stå
2740,76,Assets/Resources/Images/2740.png,ピザ屋,piza-ya,ピザや,null,pizza parlor,quán pizza,披萨店,pizzeria,pizza-salon,पिज़्ज़ा पोर्लौर,kedai pizza,pizzeria,피자 가게,kedai pizza,pizzaria,пиццерия,pizzería,ร้านพิซซ่า,pizza parlor,بيتزا صالون,pizzeria,pizzeria,pizzeria,πίτσα,pizza szalon,pizzeria,pizzerie,salon de pizza,пицария,pizza parlor,pizza salonu,pizzahuone,picerija,اتاق پیتزا,পিৎজার দোকান,піцерія,ፒዛ መደርደሪያ,ហាងភីហ្សា,පීසා ශාලාව,pizza ipulazi,pizza parlor,pizza parlor,pizza parlor
